reviews,explicit aspects,fold
O Governo e a Nação esperam que cada um cumpra o seu dever .,,9
Boas noites .,,9
"Após o silêncio , o ladrão levanta - se e acusa o primeiro cego de ser o culpado de a tragédia , diz que se não o tivesse ajudado a ir para casa , não teria cegado .",,9
Agora o primeiro cego percebe que o outro homem é o ladrão que roubou seu carro e começam a discutir .,,9
"O ladrão avança sobre ele e rolam por entre as camas , até que o médico e sua mulher conseguem separá - los .",,9
"O rapazinho estrábico pede para fazer xixi e , ouvindo isso , surge em todos uma grande vontade de urinar .",,9
Decidem ir todos juntos a a procura de o banheiro .,,9
"Em a fila vão : a mulher de o médico , a rapariga segurando o rapazinho por a mão , o ladrão , o médico e , por fim , o primeiro cego .",,9
"O ladrão , aproveitando - se de a situação , começou a acariciar a nuca e os seios de a rapariga .",,9
Esta deu - lhe um coice e o salto de seu sapato fincou - se em a coxa de o homem .,,9
"O sangue corria por a perna e a mulher de o médico , vendo o aspecto ruim de a ferida , levou - o a a cozinha , com a ajuda de o marido , lavou o ferimento e amarrou a camisola de o ladrão a o redor .",,9
"Voltaram para procurar o banheiro , mas o rapazinho já havia feito xixi em as calças .",,9
"Depois de satisfazerem suas necessidades , voltaram para a camarata , e contaram as camas para ficar mais fácil de encontrá - las depois .",,9
"O rapazinho tinha fome , mas teria que esperar até o dia seguinte .",,9
Deitaram - se e dormiram .,,9
A mulher de o médico foi a primeira a acordar .,,9
"Observando os cegos dormindo e a sujeira a o redor , a mulher de o médico desejou com todas as suas forças estar cega também .",,9
"Em esse momento , ouve - se uma gritaria vinda de o corredor .",,9
Cinco pessoas de a outra ala cegaram e foram empurradas para a ala de os cegos .,,9
"Eram eles : o policial , que encontrou o ladrão em a rua a gritar ; o motorista de táxi , que levou o primeiro cego a o médico ; o ajudante de farmácia , que vendeu o colírio a a rapariga de os óculos escuros ; a criada de hotel , que socorreu a rapariga quando esta cegou ; e a empregada de escritório , que é a mulher de o primeiro cego .",,9
O auto-falante avisou que a comida podia ser recolhida .,,9
"O cego e sua mulher saíram para pegar a comida e aproveitaram para pedir a os guardas os medicamentos para o ferido , mas estes tinham ordens expressas de não deixar entrar nada além de comida .",,9
"À tarde chegaram mais três cegos : a empregada de o consultório médico , o homem que estivera com a rapariga em o hotel e o policial grosseiro que a levou para a casa de os pais .",,9
Mal se instalaram e um rebanho de cegos entrou em a camarata .,,9
Todas as camas foram ocupadas .,,9
"Em a madrugada , o ladrão resolveu ir ele próprio pedir ajuda a os guardas , imaginando que estes sentiriam pena a o vê - lo naquele estado lamentável .",,9
"Rastejou , cheio de dores , até o portão .",,9
"A o ouvir os ruídos , o soldado foi verificar o que estava acontecendo , assustou - se com o cego e deu - lhe um tiro em o meio de a cara .",,9
"O sargento , acordado com o barulho de a rajada , ordenou que quatro cegos viessem recolher o corpo .",,9
Uma visão cegamente verossímil de o mundo,,9
Se Ensaio Sobre a Cegueira do Saramago tivesse sido escrita em o século XVIII/XIX com certeza ele seria um ícone de o naturalismo/realismo e desbancaria o Cortiço de Aluísio de Azevedo .,,9
"O determinismo , o zoomorfismo e as escatologias são mostrados em sua forma mais verdadeira e analítica .",,9
"Assim como pede o naturalismo , Saramago colocou seus personagens em um lugar ( um campo de experimento ) e os analisou diminuídos a a suas necessidades básicas !",,9
"É incrível como o autor português conseguiu criar uma história totalmente plausível , mesmo sendo fictícia , ( algo parecido foi feito por George Orwell em 1984 ) .",história,9
"Os personagens são analisados psicologicamente de forma magistral e a ironia A A Saramago é empregada perfeitamente em esse romance único , belo e excepcional .","personagens
romance",9
""" A Responsabilidade de ter olhos quando os outros os perderam "" , a mulher de o médico , alter ego de o Saramago em o livro é aquela que conta a história , que vê toda a degradação de o ser humano em esse livro que cria um mundo terrível , um mundo onde o ser humano , a o perder algo que possuía , acaba perdendo o controle e se tornando como animais .",,9
Saramago mereceu o Nobel que ganhou !,,9
Esse livro é O Livro !,livro,9
Acho - o um de os melhores livros que já li .,,9
"Devo citar também o filme feito por Fernando Meirelles que é bastante fiel a o livro e muito bom também ( mesmo o livro sendo infinitamente melhor ) , fotografia linda e atores muito competentes , destaque para Julianne Moore e Gael Garcia Bernal , meus atores favoritos .",,9
"Enfim , Ensaio Sobre A Cegueira é mais que simplesmente um livro , é uma filosofia , um novo mundo , uma experiência único por os recônditos de a humanidade , é impossível ficar indiferente a esse romance , a agonia que ele nos passa é uma agonia necessária e indispensável .","Ensaio
Sobre
A
Cegueira",9
"Todos deveriam lê - lo , garanto que sua a visão de mundo nunca será a mesma após esse livro !",lo,9
Desafio literário,,9
Esse é meu primeiro contato com a obra de José Saramago e devo dizer que em muito me surpreendeu .,,9
"A narrativa de o autor foge completamente a os padrões , de forma que foi preciso uma adaptação com a leitura para que ela pudesse fluir naturalmente .",,9
( Saramago bagunça a pontuação .,,9
Ele Pode .,,9
"Você , jovem escritor , nem tente ) Nenhum de os personagens possui nome , o primeiro cego contamina o médico , e a mulher de o médico é a protagonista .",,9
Todos são tratados por descrições que lhes competem .,,9
"E de fato o nome não lhes importa , sua identidade é a sua voz .",,9
"A história de o livro é tensa , carrega o leitor até a mais profunda degradação de o ser humano .",,9
""" Se não formos capazes de viver inteiramente como pessoas , a o menos façamos tudo para não viver inteiramente como animais "" diz a mulher de o médico , a única que não foi contaminada por a cegueira , trazendo - lhe o fardo de além de sentir a degradante situação em que vivem , poder vê - la .",,9
"Ler Saramago é um desafio literário , reconstruir um texto completamente fora de os padrões e recompor uma nova estrutura em a sua cabeça .",,9
É uma viagem dentro de o mundo de a ficção e introspecção .,,9
"Por se tratar de José Saramago , único escritor de língua portuguesa vencedor de um Prêmio Nobel , me permiti por a primeira vez ler um livro após ter assistido a uma adaptação em os cinemas .",,9
"Saber todo o desenrolar de a história não prejudica em nada a experiência de o leitor em o caso de Ensaio Sobre a Cegueira , mesmo aqueles que viveram a expectativa de os admiradores de a obra a a época de o lançamento de o longa-metragem de Fernando Meirelles .",,9
"Por o contrário , a história de a epidemia de cegueira branca em alguma grande cidade de o Planeta valoriza ainda mais o trabalho de o cineasta brasileiro .",,9
"O estilo adotado por Saramago , consistente em parágrafos longos e escrita livre que mistura narração e diálogos desprovidos de pontuação exige total atenção de o leitor , se mostrando uma excelente técnica .",,9
"O clima angustiante de o segundo terço de a obra é o grande destaque , mas os fãs de cinema que já assistiram Ensaio Sobre a Cegueira gostarão de as primeiras cem páginas , eis que não se identifica qualquer corte ou adaptação em a passagem de o livro para a tela grande , um objetivo bem difícil .",,9
"A semelhança com o tratamento dado a os leprosos séculos atrás e a negativa de Saramago em citar nomes e locais contribuem para o sentimento de que o ser humano pouco evoluiu em alguns aspectos de sua existência , mas servem para que a trama se mostre ainda mais envolvente .",trama,9
"O Homem que se sujeita a a opressão de um poder paralelo e consegue em um momento de extrema dificuldade , se destruir ainda mais a o invés de se unir foi a conclusão mais importante de o livro em minha opinião .",,9
Destaco a passagem de a pág .,,9
"191 quando um de os personagens fala de o "" inferno que nos puseram a viver e que nós tornamos em inferno de o inferno "" .",,9
"Tudo que aproxima o ser humano de a forma mais primitiva de existência ( ambientes mal cheirosos , as orgias ) abre caminho para Saramago propor uma discussão sobre as diversas cegueiras de o Homem .",,9
"Como em a página 204 quando alguém fala que "" a cegueira também é isso , viver em um mundo onde se tenha acabado a esperança "" ou em a parte final , que mistura epílogo com clímax de maneira ágil e surpreendente , em a pág .",,9
"308 ( de as 310 de a edição ) , onde se conclui que "" não há cegos , há cegueiras "" .",,9
"Ensaio Sobre a Cegueira mostra mais uma vez como mesmo em o fundo de o poço mais fundo , há espaço para o ser humano buscar a própria redenção .",,9
"Não fica de fora uma pequena cutucada de José Saramago em a Igreja Católica , também em os momentos finais , onde o fim de essa magnífica história parece cair como um raio .",,9
"Fico com os dizeres de a página 40 , pois , assim como o dono de a fala , também acho que "" é de esta massa que nós somos feitos , metade de indiferença e metade de ruindade "" .",,9
"Assim como a viúva de Saramago , Pilar , que o conheceu primeiro a partir de suas obras , a vontade é de mergulhar em os livros de Saramago , lamentando não termos mais o próprio entre nós .",,9
ESC,,9
José Saramago merece um salma de palmas por essa obra-prima .,,9
"É um livro original , chocante e incrivelmente humano .",livro,9
A única coisa que eu não gosto em ele é a escrita um tanto diferente por o autor ser português .,escrita,9
Mas não é definitivamente um empeçilho .,,9
LEIA .,,9
Quem são os cegos ?,,9
"A Nossa realidade , Saramago apenas mostra que o CEGOS somos nós que podemos ver ... e Saramago tinha uma maneira incrivel de escrever , onde não utiliza paragrafos , pois como ele mesmo dizia : "" o que é um paragrafo em a nossa vida ?",,9
o que é um hifen ?,,9
é divino ...,,9
"O livro tem uma ótima linguagem e aborda temas que nos levam a uma reflexão , sobre o nosso comportamento em uma sociedade cada vez mais hipócrita em que a ética e os bons costumes estão cada vez mais sendo esquecidos .","livro
linguagem",9
Todo mundo tem que ler este magnífico livro de Saramago .,livro,9
Um estilo nada convencional .,,9
Este foi o único livro de Saramago que eu li .,,9
Pode ser que venha a ler outros .,,9
"O que achei interessante , a par de a mensagem que deseja transmitir , é que o autor é um mestre em o uso de o idioma , porque só com pleno domínio de uma língua é possível fazer o que ele faz : quebra todas as regras gramaticais de pontuação , bem como as regras regras de a estilística em a construção de diálogo entre personagens .",,9
"Isso quer dizer o seguinte : nada de ponto , ou melhor , tremenda escassês de ponto , de vírgula , de ponto e vírgula , de travessão para indicar mudança de fala entre os personagens e , mesmo assim , o leitor entende tudo .",,9
"Poucas pessoas que escrevem conseguem obter êxito com essa tática que , afinal , é perigosa em as mãos de quem não é afalbetizado com plenitude em o idioma que escreve .",,9
"Diria até que , com esse estilo de narração , o leitor é parceiro de o autor em a contagem de a história .",,9
"Eu aprecio os escritores que confiam em a capacidade de entendimento de os leitores e , por isso , escrevem sem desconsiderar que os que vão ler seus livros não são dotados de mente embotada e , portanto , podem ser dispensados de aqueles recursos linguísticos absolutamente subordinados a manuais e regras de como se deve expor pensamentos .",,9
Um romance sobre a solidariedade .,,9
"Eu conhecia Saramago por o Memorial do Convento e por criticar Paulo Coelho , até então ele tinha a minha simpatia , mas depois de ler Ensaio sobre a Cegueira acabei me incoporando a sua legião de fãs .",,9
"Ensaio sobre a Cegueira é uma obra de 1995 com um clima apocalíptico em o qual narra a história de uma população assombrada por uma cegueira branca , leitosa e repentina .",,9
"As autoridades local conduzem as vítimas aum hospício desativado , mas lá os doentes são vitimados por criminosos que saqueam a comida e violentam as mulheres .",,9
"Os cegos se tornam alvos de criminosos , que roubam a comida e violentam as mulheres .",,9
Ter olhos em a terra de cegos e enxergar com a alma torna - se essencial para os personagens de o livro .,,9
"Inúmeras perguntas permeiam a obra , o fato de uma de as personagens enxergar e comandar os demais , surge a pergunta sobre quem governa e quem é governado .",,9
De quem enxerga e de quem precisa de o outro para enxergar ou ser enxergado .,,9
"A bela passagem de o livro em o qual a personagem comanda uma fila de cegos é a síntese de a obra , em o qual ficamos cegos a o não enxergar o outro , mas nos livramos de esta cegueira cotidiana a partir de quando nos tornamos empáticos e solidário a o próximo .",,9
""" Dentro de nós há uma coisa que não tem nome , essa coisa é o que somos . """,,9
Achei o livro fantástico de o começo a o fim .,livro,9
o que eu achei bacana foi o comportamento de os personagens antes de a cegueira e depois em o que eles se tornaram .,"comportamento
de
os
personagens",9
"A mulher de o médico , em a minha opinião , é a mais humanizada , pois mesmo ela sabendo que a tal cegueira era contagiosa não deixou o marido e o acompanhou em a quarentena e ainda por cima ajudou quem ela nunca tinha visto em a vida e perdoou o marido por ter "" créu "" com a rapariga de óculos escuros .",,9
Que audácia de essa mulher !,,9
E pra ela a situação era difícil pq era a única que enxergava naquela sociedade de cegos .,,9
"E o seu comportamento era resultado de a pressão de o ambiente social , ela era impulsionada por os instintos( não só ela como os outros cegos também ) tanto até que são comparados a animais( traços de o neonaturalismo ) a narrativa enfatiza bem o aspecto de a existência .... o bacana também é que em o mundo de os cegos a beleza , a idade , as roupas , os nomes , tudo isso não fazia diferença , pq eles não enxergavam ... por estarem cegos passaram a enxergar o que não viam quando tinham olhos , que é a alma .",,9
"O mais estranho é o fato de os personagens não ficarem impressionados com a situação que encontram , quando começam a enxergar .",,9
"Mas eu acho o seguinte , que a diferença entre o ver e o não ver é invisível ... depois que eles ficaram cegos haviam se tornado pessoas diferentes e acabaram se acostumando com tudo :a destruição , o fedor , a imundice e por mais que eles tivessem de volta os olhos continuavam cegos , mas essa cegueira seria a falta de consciência política .",,9
Ahhhh o cachorro ... para mim ele é um mistério !,,9
fiquei encucada com ele !,,9
Eu acho que a mulher se identifica com o cão .,,9
"Assim como ela , ele enxerga .",,9
"O cachorro ele é puro possui compaixão , o real amor e não vê o homem como o homem vê , ele vê as coisas em a sua integridade , em a sua essência .",,9
"E o fato de ele secar as lágrimas de a mulher de o médico , que estava suja , fedida o torna mais humano .",,9
"Em essa atitude de o cão mesmo a mulher suja e fedida ele não a deixou , diferente de o homem que é mais ligado a aparência , a os valores materiais e são levados a agir por o que vêem .",,9
recomendo !,,9
"É um livro fictício , uma historia surpreendente e mto bem contada !",historia,9
Uma bela reflexão sobre o ser humano e suas limitações .,,9
A adaptação para o cinema ficou muito boa .,,9
vale muito a pena ler e assistir a o filme .,,9
Intrigante,,9
A mediocridade de o ser humano implícita em um livro que opõe os mais belos e os mais vis sentimentos conduzidos por uma alegoria de a percepção visual que beira a o primor e até peca ( peca ?,,9
) por cansar aqueles que não conseguem ultrapassar o liame de uma interpretação superficial .,,9
"Um de os meus livros prediletos , quando você termina cada página não consegue ficar sem pensar em várias coisas que acontecem em o mundo .",,9
ILS,,9
Merecia o nobel só por este livro .,livro,9
"De os meus preferidos , sem dúvida .",,9
"Original , inteligente , cruel , realista , uma visão de como o mundo seria se tivessemos de aprender a confiar uns em os outros .",,9
Não o larguei de o início a o fim .,o,9
Leitura para corajosos !,,9
"É um livro muito bom , com um vocabulário nem tão rebuscado , em o qual você consegue captar o que o autor quer que você entenda .",livro,9
A falta de pontuação ás vezes me confundiu por o fato de não saber se era a personagem quem estava falando ou o narrador .,"falta
de
pontuação",9
Talvez lendo mais livros de ele eu me acostume !,,9
Gostaria muito de ver o filme para ver como ficou a adaptação para a sétima arte !,,9
Muita semelhança ...,,9
"Bom livro , mas a cada página me fazia lembrar "" A PESTE "" de Camus .... ?",livro,9
Adorei esse livro por seu modo diferenciado em passar a filosofia de a responsabilidade em uma situação completamente singular .,livro,9
Escancara a valer determinadas verdades de o nosso meio social .,,9
"Não se contentem com o filme , apesar de muito fiel a o livro .",,9
Ler Saramago é engrandecedor .,,9
Avassalador,,9
"Tudo que Jose Saramago escreve é bom , mas este livro mexeu com emoções , valores ... vale a pena de verdade .",livro,9
Excelente .,,9
O livro cumpre o papel de deixar a gente tensa de o início a o fim !,,9
A adaptação pro cinema ficou boa também .,,9
Portanto quem se interessou por o filme deve ler .,,9
O Saramago parece gostar de causar impacto em grandes proporções ...,,9
Uma estória triste .,,9
O livro trata de um assunto que é mais comum de o que imaginamos .,,9
"A o longo de o livro é contada a história de duas mulheres que em o início não tinham nada em comum , mas que em o final ambos os destinos se cruzaram .",,9
O que tinha em comum entre elas : Amavam o mesmo homem .,,9
"Não gosto muito de estórias que tratam de paixões , principalmente se for um triângulo amoroso , mas Sidney Sheldon sabe muito bem como nos prender a a estória e acabei que gostei de o livro .",livro,9
Marcou minha adolescência,,9
"Eu li O outro lado de a meia-noite quando tinha 13/14 anos , Amei a estória muito bem escrita , é , junto com o Reverso de a Medalha , um de os meus preferidos de Sheldon .",estória,9
Adoro .,,9
Faz um tempão ... Acho que foi o terceiro livro de Sidney Sheldon que li .,,9
Lembro que gostei bastante e que Noelle era uma verdadeira P ... Ela sabia usar o poder de a sedução com os homens que caiam como patinhos .,Noelle,9
Já Catherine é mais bobinha .,,9
O que as duas tem em comum ?,,9
"O amor por o mesmo homem , Larry , que não vale o que o gato enterra .",,9
"Noelle quer se vingar , já Catherine nem lembro direito .",,9
É interessante a trama de cada personagem .,"trama
de
cada
personagem",9
Cada capítulo conta o trecho de a vida de uma de elas .,,9
Toda vez que eu terminava um queria pular o próximo capítulo para continuar a que estava lendo .,,9
Sidney Sheldon sabia prender a atenção de o leitor .,,9
"Mesmo cortando as tramas , a gente se envolvia rapidamente em a outra e assim o livro seguia .",tramas,9
Muuuuuuuuuuito bom !,,9
O Reverso da Medalha,,9
Esse livro foi contagiante e profundo .,livro,9
"Repleto de ação , suspense , aventura , sedução , intrigas , muitas reviravoltas e eletrizante de o princípio a o fim ! '",,9
O Reverso de a Medalha ' narra a saga de uma família que conseguiu formar uma fortuna colossal através de suas companhias em vários ramos de a economia em os Estados Unidos .,,9
O enredo de esse romance gira em torno de o jogo por o poder e Kate só joga para ganhar .,,9
Uma mulher tão cobiçada quanto os diamantes que lhe deram fortuna .,,9
"Em a minha singela opinião , esse romance de Sidney Sheldon é um clássico , onde o autor narra a história de várias gerações de a família McGregor , que fundou seu império com os diamantes de a África de o Sul , chegando até a protagonista Kate Blackwell , que é uma mulher sensual , bela e extremamente impetuosa .",romance,9
"O escocês Jamie McGregor , que é o pai de Kate , migrou para a África de o Sul e foi explorado por um holandês , que logo se tornaria seu sogro , e quase morreu .",,9
"Com a ajuda de Banda , um africano , arriscaram a vida para invadir um campo de diamantes de a Namíbia e ficaram muito ricos .",,9
"Essa , sem a menor sombra de dúvida , foi a melhor parte de o livro , suspense de o princípio a o fim durante a travessia de os dois por o deserto cheio de armadilhas e perigos ... Muito emocionante !","a
travessia
de
os
dois
por
o
deserto
cheio
de
armadilhas
e
perigos",9
"Bem , continuando ... Com um plano de vingança , Jamie volta a a cidade em a qual foi enganado e se vinga de o holandês , arruinando - o e construindo um vasto império comercial , chamado Kruger-Brent , além de engravidar sua filha Margaret , mas depois casa - se com ela , com quem filhos , entre eles Kate que , mais tarde se casaria com David Blackwell , o administrador de o império criado por seu pai .",,9
"E assim sucessivamente , vamos vendo a história de as várias gerações de essa família poderosa .",,9
Fonte : sonhodereflexao,,9
Tudo começou quando Jamie Mcgregor foi enganado por um Holandês .,,9
"Para se vingar de ele , Jamie e Banda planejam um roubo a o campo de diamantes mais vigiado de a áfrica .",,9
Jamie se torna o homem mais rico de o local e casa - se com a filha de o homem que quase o matou .,,9
A filha mais nova de Jamie é sequestrada depois que seu irmão morre e é devolvida logo depois .,,9
"Após a morte de o pai e de a mãe , Kate Mcgregor se torna dona de a Kruger-Brent e a transforma em a maior companhia de o mundo usando todos os artifícios possíveis para continuar com a companhia .",,9
"A única coisa que Kate não admitia era expor o nome Mcgregor-Blackewell , e é exatamente o que sua neta , Eve , faz .",,9
"Eve não concorda com a punição de a avó e começa a armar um plano , juntamente com George Mellis , para matar sua irmão gêmea , Alexandra .",,9
liivroo ótiimo .... e surpreendente !,liivroo,9
"adoreii , realmente SIDNEY SHELDON soube dispertar emoções em esse livroo ! ...",,9
Eu sou fãzona de Sidney Sheldon !,,9
"Foram os livros de ele que me fizeram tomar gosto por a leitura , ou por os livros ' adultos ' , que não eram obrigatórios para a escola !",,9
"Já li a maioria de seus romances e quando vi o lançamento de "" A Senhora de o Jogo "" fiquei super empolgada , mesmo sem ainda ter lido "" O Reverso de a Medalha "" em a época !",,9
"Agora , finalmente , consegui ler os dois !",,9
"Em "" O Reverso de a Medalha "" conhecemos Jamie McGregor e sua luta para enriquecer com os diamantes em a África de o Sul ... Em a verdade o livro conta a história de quatro gerações de essa família , mas a personagem realmente importante é Kate Blackwell , filha de Jamie , que logo se torna a matriarca de a família !",,9
"Com muito poder , riqueza e ambição , Kate só pensa em a Kruger-Brent e em o futuro de a empresa fundada por seu pai , manipulando a tudo e a todos para conseguir o que quer !",,9
"E como em todos os livros de Sheldon , não temos ' mocinhos ' e ' bandidos ' , temos personagens humanos , com qualidades e defeitos , A as vezes pra lá de assustadores !",,9
E confesso que em esse foi difícil ter simpatia por muitos de eles ... O poder de a família subiu a cabeça e com isso temos muito suspense e tragédia !,,9
"Mais uma vez Sheldon arrasou , com um enredo fascinante e envolvente e personagens pra lá de complexos !","enredo
personagens",9
Perfeito .,,9
Não existem palavras que possam definir essa obra prima .,,9
Sidney Sheldon mais uma vez dá um banho em seus sucessores que tentam se igualar a mente de seu mestre .,,9
Mas eles não compreendem que isso é impossivel né ?,,9
Tá pra nascer um escritor que seja tão sagaz e audacioso como Sheldon .,,9
Ele não vacila em nenhum momento e em a maioria de as vezes deixa o leitor sem ter a minima idea de o que possa acontecer por mais que se especule .,,9
Sheldon é nota 1000000000000000000000000000000000000000000000000000000000000 !,,9
"PS :Adorei o final de Eve , melhor impossível .","final
de
Eve",9
De a ambição a o poder,,9
"Um livro fascinate que soube me entreter de o começo a o fim , o livro conta a história de várias gerações de uma família de milionários que percorre todo o século XX .",livro,9
"O Livro tem como cenário a África de o Sul , Paris , Nova York e Mansões de a familia .",,9
"Em esse livros encontramos vários personagens marcantes ente esses personagens temos Kate Blakwell uma mulher ambiciosa e sem escrúpulos faz de tudo para conseguir atingir seus objetivos , mesmo que isso lhe custe o carinho de as pessoas que a cerca .",personagens,9
"Alex e Eve eram irmãs gêmeos porém com personalidade totalmente distintas , Eve sempre odiou a irmã e sempre teve inveja de a mesma , tramou diversos planos maléfolos para destruir a próprias irmã , pois ela desejava ser a Única herdeira de Kate Blakwell .",,9
"Já Alex muito ingênua , bondosa e simples , não levava o dinheiro muito a sério a o contrário de a irmã que só pensava em dinheiro e poder .",,9
Vale a pena ler essa obra magnifica que te prende de o começo a o fim .,obra,9
Um de os melhores que já li .,,9
"Nada dura para sempre , é um livro que possui uma leitura bem leve , de vocabulário bem direto .","livro
leitura
vocabulário",9
Sem aquelas palavras lindas .,"palavras
lindas",9
Cheias de firulas que tornam a leitura pesada e chata .,,9
O autor é Sidney Sheldon .,,9
Ele é brilhante .,,9
Esta obra consegue prender sua atenção de o início a o fim .,obra,9
"Tracy Whitney trabalhava em um banco e mora em a Filadélfia , noiva de Charles Stanhope III .",,9
"Tracy descobre que está grávida e radiante , a o saber que Charles ficou feliz a o saber de a gravidez de o casal .",,9
"Porém , essa felicidade foi subitamente arrancada de ela a o saber de a morte de sua mãe .",,9
A o saber a forma e a causa de a morte de sua mãe .,,9
Tracy decide se vingar de os responsáveis .,,9
E ela passar a viver para isto .,,9
"Até que por causa de um golpe de Joseph Romano , vai para a cadeia .",,9
"Onde é abusada , espancada e perde o filho que esperava .",,9
Charles a abandona a o saber por os jornais sobre a prisão de Tracy .,,9
O que só contribui para a revolta de Tracy .,,9
"Após perder seu filho por conta de agressões sofridas em a cadeia , ela resolve se vingar de todos .",,9
Sem piedade .,,9
Mas não matando .,,9
Mas pondo uns contra os outros .,,9
"A história envolve romance , drama , suspense , ação .",,9
"Sem dúvida é uma história envolvente , que vale muito a pena ser lida .",história,9
Recomendo a todos !,,9
"O primeiro que li de Sidney Sheldon e , com certeza , um de os melhores entre todos .",,9
"Tracy Whitney é uma bancária , namorada de um rico estadunidense ; deixou seus pais para ir trabalhar .",,9
Seu pai morrera e sua mãe se suicida em as primeiras páginas de o livro .,,9
É a partir de aí que começa o turbilhão que se torna a sua vida .,,9
"Ela é enganada por muitos mafiosos poderosos , cai e levanta - se muitas vezes .",,9
"Em o final de tudo , sua ousadia , audácia incomparável , esperteza levam - na a tornar - se uma ladra profissional , digna de muitos filmes de Hollywood .",,9
Esse livro ficará em a memória de muitos que lerem - no .,livro,9
"Relata a história de uma mulher chamada Tracy Whitney , que se considerava a mulher com mais sorte em o mundo .",,9
"Ela ganhava bem em seu emprego e ia se casar com um homem de a alta-sociedade , que era carinhoso e bonito , tudo o que uma mulher poderia desejar .",,9
"Esse sentimento de felicidade durou somente até uma tragédia acontecer com sua mãe , e Tracy cair em uma cilada e ser condenada a quinze anos de prisão .",,9
"Ela conseguiu a liberdade antes de o prazo , e começou a bolar a vingança contra todos os que a haviam prejudicado .",,9
"Gostou de enganar pessoas que enriqueciam a a custa de outros e assim tornou - se uma ladra , que se passava por várias mulheres diferentes .",,9
Um detetive foi incumbido de desvendar o caso .,,9
"Ele já sabia desde o começo quem era a mulher , mas precisava de provas , pois Tracy e seus crimes eram um desafio para a polícia de vários países .",,9
"É dividido em três partes , relatando a história de Tracy : 1°parte : Tracy tem sua vida "" perfeita "" destruida por um golpe de o destino .",,9
2°parte : Tracy busca sua vingança .,,9
"3°parte : Após ter sido recusada em vários empregos , torna - se uma ladra e toma gosto por a coisa .",,9
O Gostinho da Vingança,,9
"Se Houver Amanhã conta a história de uma mulher injustiçada , traída por "" homens poderosos "" .",,9
"Assim começa a trajetória de Tracy Whitney , que considerava - se a mais sortuda de o mundo .",,9
"Após uma série de desventuras , Tracy não é mais a mesma .",,9
Ela quer vingança .,,9
"São emocionantes e além de tudo , muito astutas as confusões que essa protagonista cheia de charme se mete !","as
confusões
que
essa
protagonista
cheia
de
charme
se
mete",9
"Sidney Sheldon não decepciona e sim surpreende com esse livro fantástico , de verdade , NÃO DÁ PRA PARAR DE LER !",livro,9
"Já livros bons , livros ótimos , mas Se Houver Amanhã é imcomparável .","Se
Houver
Amanhã",9
"ps : ainda sou completamente apaixonada por Jeff Stevens , o cara é perfeito !","Jeff
Stevens",9
Li esse livro quando tinha 12 anos de idade e adorei .,livro,9
"Faz muito tempo desde a minha última leitura ( aproximadamente 10 anos ) mas o interessante é que não aconteceu o que geralmente acabou por acontecer com os livros que eu li em a época : de esse eu me lembro claramente de a história e de como era bem escrita , interessante e cheia de reviravoltas .",história,9
Até hoje recordo plenamente de seus protagonistas : Tracy Whitney e Jeff Stevens e de como torcia por os dois .,,9
"A Tracy pode ser considerada uma de as personagens mais fortes de que tenho memória , pois conseguiu dar a volta por cima em todo o desastre que aconteceu em a sua vida e ser feliz .",,9
"Definitivamente um de os melhores livros de Sidney Sheldon ( se não , o melhor ) só não escrevo com certeza pois não li todos .",,9
"Em a época , além de esse , li vários outros como : O céu esta caindo , Manha tarde e noite , Nada dura para sempre , entre outros , pois não recordo de todos em o momento , mas o único que a história ficou gravada mesmo em a minha mente foi esse .",,9
"Mas , claro , lembro de ter apreciado a leitura de todos , principalmente de o Conte - me Seus Sonhos , que foi o primeiro que li de o autor e é simplesmente extraordinário , só não ganha de esse .",,9
Imprevisivel,,9
Esse sem duvidas foi um de os melhores livros que eu ja li .,Esse,9
"O começo de ele é meio parado , e ouso a dizer um pouco entediante , mais se voce vencer as primeiras paginas ele se transforma em um suspence imprevisivel e envolvente .","começo
ele",9
"Em os conta a historia de Tracy uma americana normal , ate ser mandada para a cadeia por um crime que não cometeu , abandonada por todos e com sede de vingaça , ela sai de a cadeia e se transforma em uma de as maiores vingaritas que o mundo poderia conhecer .",,9
"E em um de esses golpes Tracy conhece Jeff , um bonitão que a o tentar passar a perna em ela acaba se apaixonando .",,9
nem parece Sheldon,,9
Já li muitos livros de Sidney Sheldon e gostei de poucos .,,9
Geralmente têm o mesmo enredo e são muito previsíveis .,,9
"Porém , este eu realmente gosto .",este,9
Já li várias vezes e sempre é um passatempo muito bom .,,9
A heroína de o livro é uma ladra e suas aventuras e criações são ótimas .,"heroína
de
o
livro",9
"Acho que o leitor ( uso meu exemplo ) se realiza através de Tracy , imaginando como faria para se vingar de um mundo injusto e ganhar com isso .",,9
"A heroína acaba conquistando a simpatia de o leitor , que torce por ela de o começo a o fim .",heroína,9
"Livro de descreve a vida de uma mulher , que todos iram pensar que estava perdida , pois vai presa por engano , mas ai a vida de ela dar uma virada , e dai por diante muitas coisas interessante e inesplicaveis acontece ....",,9
"Jorge Amado não possui de as técnicas de escrita mais eruditas , mas o que se propôs a fazer em esse livro o fez com bastante precisão .",,10
"A crítica social evidente a cerca de a "" cidade de a Bahia "" e seus meninos de rua soa bastante atual , além de mostrar o lado de aqueles que são considerados apenas "" moleques "" .",,10
